Hole,Row_index,Ag_ppm,Al_ppm,Alpha,Alt1_Code,Alt1_Int,Alt1_Style,Alt2_Code,Alt2_Int,Alt2_Style,Alt3_Code,Alt3_Int,Alt3_Style,As_ppm,Au_ppm,Ba_ppm,Be_ppm,Beta,Bi_ppm,Bin_variability,Ca_ppm,Carbonate_11300nm_Height,Carbonate_11300nm_WL,Carbonate_6500_Height,Carbonate_6500_WL,Carbonate_6500nm_Mask,Cd_ppm,Ce_ppm,Co_ppm,Computed_Plane_Azimuth,Computed_Plane_Dip,Cr_ppm,Cs_ppm,Cu_ppm,DS_U_TIR_TSA703_Group,DS_U_TIR_TSA703_Mineral,Density_g_cm3,Depth_m,Dip,Dip_Direction,Dy_ppm,Er_ppm,Eu_ppm,Fe_%,Felsic-Mafic_Index_Wvl,Felsic-Mafic_Index_wvl_RMean,Fill_Min1,Fill_Min2,Fill_Thickness,Fill_Type,Ga_ppm,Gd_ppm,Ge_ppm,Hf_ppm,Ho_ppm,In_ppm,Infill_Texture,K_ppm,La_ppm,Li_ppm,Lith1_Code,Lith1_Colour1,Lith1_Colour2,Lith1_Colour_Tone,Lith1_GrainSize,Lith1_Struct_Int,Lith1_Struct_Pct,Lith1_Structure,Lith1_Texture1,Lith1_Texture2,Lith1_Texture3,Lith1_Texture_Int,Lith1_pc,Lith2_Code,Lith2_Colour1,Lith2_Colour2,Lith2_Colour_Tone,Lith2_GrainSize,Lith2_Strat,Lith2_Struct_Pct,Lith2_Structure,Lith2_Structure_Int,Lith2_Texture1,Lith2_Texture2,Lith2_pc,Logged_By,Lu_ppm,Mg_ppm,Min1_Code,Min1_Pct,Min1_Style,Min2_Code,Min2_Pct,Min2_Style,Mn_ppm,Mo_ppm,Na_ppm,Nat_Gamma_cps,Nb_ppm,Nd_ppm,Ni_ppm,P_ppm,Pb_ppm,Pr_ppm,Pt_ppb,RQD_Pct,RQD_m,Rb_ppm,Re_ppm,Recovery_Pct,Recovery_m,Res_Deep,Res_Shallow,SSD_gcc,S_ppm,Sb_ppm,Sc_ppm,Se_ppm,Sm_ppm,Sn_ppm,Sr_ppm,Structure_Int,Structure_Type,Sulph1_Code,Sulph1_Pct,Sulph1_Style,Sulph2_Code,Sulph2_Pct,Sulph2_Style,Sulph3_Code,Sulph3_Pct,Sulph3_Style,Susc_SI_10-3,Ta_ppm,Tb_ppm,Te_ppm,Th_ppm,Ti_ppm,Tl_ppm,Tm_ppm,U_ppm,V_ppm,Vein1_Comp,Vein1_Morph,Vein1_Pct,Vein1_Style,Vein1_Thickness,Vein2_Comp,Vein2_Morph,Vein2_Pct,Vein2_Style,Vein2_Thickness,Vein3_Comp,Vein3_Morph,Vein3_Style,Vein3_pct,Vel_geomean_ms,Vel_std_ms,W_ppm,Y_ppm,Yb_ppm,Zn_ppm,Zr_ppm,pXRF_Ag_ppm,pXRF_As_ppm,pXRF_Au_ppm,pXRF_Ba_ppm,pXRF_Bi_ppm,pXRF_Ca_ppm,pXRF_Cd_ppm,pXRF_Co_ppm,pXRF_Cr_ppm,pXRF_Cs_ppm,pXRF_Cu_ppm,pXRF_Fe_ppm,pXRF_Hg_ppm,pXRF_K_ppm,pXRF_Mn_ppm,pXRF_Mo_ppm,pXRF_Ni_ppm,pXRF_P_ppm,pXRF_Pb_ppm,pXRF_Pt_ppm,pXRF_Rb_ppm,pXRF_S_ppm,pXRF_Sb_ppm,pXRF_Sc_ppm,pXRF_Se_ppm,pXRF_Sn_ppm,pXRF_Sr_ppm,pXRF_Te_ppm,pXRF_Th_ppm,pXRF_Ti_ppm,pXRF_U_ppm,pXRF_V_ppm,pXRF_W_ppm,pXRF_Y_ppm,pXRF_Zn_ppm,pXRF_Zr_ppm
dd0001,179,,,,ch,m,ds,cb,w,sg,Xobs,Xobs,Xobs,,0.034,,,,,,,,,,,,,,,,,,,,AMPHIBOLE,Ferrohornblende,2.8127999,146.97329,,,,,,,,9710.9765,Xobs,Xobs,,Xobs,,,,,,,Xobs,,,,Abu,Xobs,Xobs,mo,fg,m,,bx,fr,Xobs,Xobs,s,,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,,Xobs,Xobs,Xobs,Xobs,,,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,,64.920661,0.6331343,,,,,,,,,,,,,,,Xobs,Xobs,Xobs,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,cb,nb,2.0,sg,1.0,Xobs,Xobs,,Xobs,,Xobs,Xobs,Xobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd0001,180,,,,ch,m,ds,cb,w,sg,Xobs,Xobs,Xobs,,,,,,,,,,,,,,,,,,,,,,AMPHIBOLE,Ferrohornblende,2.8127999,147.47023000000002,,,,,,,,9577.082,Xobs,Xobs,,Xobs,,,,,,,Xobs,,,,Abu,Xobs,Xobs,mo,fg,m,,bx,fr,Xobs,Xobs,s,,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,,Xobs,Xobs,Xobs,Xobs,,,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,,69.473686,0.66,,,,,,,,,,,,,,,Xobs,Xobs,Xobs,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,cb,nb,2.0,sg,1.0,Xobs,Xobs,,Xobs,,Xobs,Xobs,Xobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd0001,181,,,,ch,m,ds,cb,w,sg,Xobs,Xobs,Xobs,,,,,,,,,,,,,,,,,,,,,,AMPHIBOLE,Ferrohornblende,2.8127999,147.96418,,,,,,,,9610.6269,Xobs,Xobs,,Xobs,,,,,,,Xobs,,,,Abu,Xobs,Xobs,mo,fg,m,,bx,fr,Xobs,Xobs,s,,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,,Xobs,Xobs,Xobs,Xobs,,,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,,76.269607,0.7414286,,,,,,,,,,,,,,,Xobs,Xobs,Xobs,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,cb,nb,2.0,sg,1.0,Xobs,Xobs,,Xobs,,Xobs,Xobs,Xobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd0001,182,,,,ch,m,ds,cb,w,sg,Xobs,Xobs,Xobs,,0.013000000000000001,,,,,,,,,,,,,,,,,,,,AMPHIBOLE,Ferrohornblende,2.8127999,148.45047,,,,,,,,9632.4716,Xobs,Xobs,,Xobs,,,,,,,Xobs,,,,Abu,Xobs,Xobs,mo,fg,m,,bx,fr,Xobs,Xobs,s,,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,,Xobs,Xobs,Xobs,Xobs,,,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,,87.0,0.87,,,,,,,,,,,,,,,Xobs,Xobs,Xobs,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,cb,nb,2.0,sg,1.0,Xobs,Xobs,,Xobs,,Xobs,Xobs,Xobs,,5736.5717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd0001,183,,,,ch,m,ds,cb,w,sg,Xobs,Xobs,Xobs,,0.013000000000000001,,,,,,,,,,,,,,,,,,,,AMPHIBOLE,Ferrohornblende,2.8127999,148.94027,,,,,,,,9906.1787,Xobs,Xobs,,Xobs,,,,,,,Xobs,,,,Abu,Xobs,Xobs,mo,fg,m,,bx,fr,Xobs,Xobs,s,,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,,Xobs,Xobs,Xobs,Xobs,,,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,,81.472724,0.8147272,,,,,,,,,,,,,,,m,fo,Xobs,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,cb,nb,2.0,sg,1.0,Xobs,Xobs,,Xobs,,Xobs,Xobs,Xobs,,5736.5717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd0001,184,,,,ch,m,ds,cb,w,sg,Xobs,Xobs,Xobs,,0.013000000000000001,,,,,,,,,,,,,,,,,,,,AMPHIBOLE,Ferrohornblende,2.8127999,149.46731,,,,,,,,9689.0078,Xobs,Xobs,,Xobs,,,,,,,Xobs,,,,Abu,Xobs,Xobs,mo,fg,m,,bx,fr,Xobs,Xobs,s,,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,,Xobs,Xobs,Xobs,Xobs,,,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,,71.0,0.7099999,,,,,,,,,,,,,,,Xobs,Xobs,Xobs,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,cb,nb,2.0,sg,1.0,Xobs,Xobs,,Xobs,,Xobs,Xobs,Xobs,,6020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd0001,185,,,,ch,m,ds,cb,w,sg,Xobs,Xobs,Xobs,,0.013000000000000001,,,,,,,,,,,,,,,,,,,,AMPHIBOLE,Ferrohornblende,2.8127999,149.96974,,,,,,,,9685.5771,Xobs,Xobs,,Xobs,,,,,,,Xobs,,,,Abu,Xobs,Xobs,mo,fg,m,,bx,fr,Xobs,Xobs,s,,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,,Xobs,Xobs,Xobs,Xobs,,,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,,70.525421,0.7052541999999999,,,,,,,,,,,,,,,Xobs,Xobs,Xobs,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,cb,nb,2.0,sg,1.0,Xobs,Xobs,,Xobs,,Xobs,Xobs,Xobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd0001,186,,,,ch,m,ds,cb,w,sg,Xobs,Xobs,Xobs,,,,,,,,,,,,,,,,,,,,,,AMPHIBOLE,Ferrohornblende,2.8127999,150.4537,,,,,,,,9622.7822,Xobs,Xobs,,Xobs,,,,,,,Xobs,,,,Abu,Xobs,Xobs,mo,fg,m,,bx,fr,Xobs,Xobs,s,,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,,Xobs,Xobs,Xobs,Xobs,,,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,,70.0,0.6999999,,,,,,,,,,,,,,,Xobs,Xobs,Xobs,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,cb,nb,2.0,sg,1.0,Xobs,Xobs,,Xobs,,Xobs,Xobs,Xobs,,6083.0127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd0001,187,,,,ch,m,ds,cb,w,sg,Xobs,Xobs,Xobs,,,,,,,,,,,,,,,,,,,,,,AMPHIBOLE,Ferrohornblende,2.8127999,150.97772,,,,,,,,9958.1064,Xobs,Xobs,,Xobs,,,,,,,Xobs,,,,Abu,Xobs,Xobs,mo,fg,m,,bx,fr,Xobs,Xobs,s,,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,,Xobs,Xobs,Xobs,Xobs,,,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,,68.15789699999999,0.6649999,,,,,,,,,,,,,,,Xobs,Xobs,Xobs,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,cb,nb,2.0,sg,1.0,Xobs,Xobs,,Xobs,,Xobs,Xobs,Xobs,,6149.9785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd0001,188,,,,ch,m,ds,cb,w,sg,Xobs,Xobs,Xobs,,0.015,,,,,,,,,,,,,,,,,,,,AMPHIBOLE,Ferrohornblende,2.8127999,151.36032,,,,,,,,9846.2773,Xobs,Xobs,,Xobs,,,,,,,Xobs,,,,Abu,Xobs,Xobs,mo,fg,m,,bx,fr,Xobs,Xobs,s,,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,,Xobs,Xobs,Xobs,Xobs,,,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,,66.315788,0.63,,,,,,,,,,,,,,,Xobs,Xobs,Xobs,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,cb,nb,2.0,sg,1.0,Xobs,Xobs,,Xobs,,Xobs,Xobs,Xobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd0001,189,,,,ch,m,ds,cb,w,sg,Xobs,Xobs,Xobs,,0.013000000000000001,,,,,,,,,,,,,,,,,,,,AMPHIBOLE,Ferrohornblende,2.8127999,151.98643,,,,,,,,9689.3261,Xobs,Xobs,,Xobs,,,,,,,Xobs,,,,Abu,Xobs,Xobs,mo,fg,m,,bx,fr,Xobs,Xobs,s,,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,,Xobs,Xobs,Xobs,Xobs,,,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,,77.37915799999999,0.757551,,,,,,,,,,,,,,,Xobs,Xobs,Xobs,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,cb,nb,2.0,sg,1.0,Xobs,Xobs,,Xobs,,Xobs,Xobs,Xobs,,5433.3188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd0001,190,,,,ch,m,ds,cb,w,sg,Xobs,Xobs,Xobs,,0.013000000000000001,,,,,,,,,,,,,,,,,,,,AMPHIBOLE,Quartz,2.8127999,152.45516999999998,,,,,,,,9634.9746,Xobs,Xobs,,Xobs,,,,,,,Xobs,,,,Abu,Xobs,Xobs,mo,fg,m,,bx,fr,Xobs,Xobs,s,,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,,Xobs,Xobs,Xobs,Xobs,,,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,,88.0,0.88,,,,,,,,,,,,,,,Xobs,Xobs,Xobs,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,cb,nb,2.0,sg,1.0,Xobs,Xobs,,Xobs,,Xobs,Xobs,Xobs,,5433.3188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd0001,191,,,,ch,m,ds,cb,w,sg,Xobs,Xobs,Xobs,,0.013000000000000001,,,,,,,,,,,,,,,,,,,,AMPHIBOLE,Paragonite,2.8127999,152.95089,,,,,,,,9613.3642,Xobs,Xobs,,Xobs,,,,,,,Xobs,,,,Abu,Xobs,Xobs,mo,fg,m,,bx,fr,Xobs,Xobs,s,,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,,Xobs,Xobs,Xobs,Xobs,,,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,,90.0,0.8999999,,,,,,,,,,,,,,,Xobs,Xobs,Xobs,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,cb,nb,2.0,sg,1.0,Xobs,Xobs,,Xobs,,Xobs,Xobs,Xobs,,5700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd0001,192,,,,ch,m,ds,cb,w,sg,Xobs,Xobs,Xobs,,0.006999999999999999,,,,,,,,,,,,,,,,,,,,AMPHIBOLE,Ferrohornblende,2.8127999,153.44808999999998,,,,,,,,9845.8046,Xobs,Xobs,,Xobs,,,,,,,Xobs,,,,Abu,Xobs,Xobs,mo,fg,m,,bx,fr,Xobs,Xobs,s,,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,,Xobs,Xobs,Xobs,Xobs,,,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,,93.0,0.93,,,,,,,,,,,,,,,Xobs,Xobs,Xobs,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,cb,nb,2.0,sg,1.0,Xobs,Xobs,,Xobs,,Xobs,Xobs,Xobs,,5879.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd0001,193,,,,ch,m,ds,cb,w,sg,Xobs,Xobs,Xobs,,0.006999999999999999,,,,,,,,,,,,,,,,,,,,AMPHIBOLE,Ferrohornblende,2.8127999,153.95873999999998,,,,,,,,9618.875,Xobs,Xobs,,Xobs,,,,,,,Xobs,,,,Abu,Xobs,Xobs,mo,fg,m,,bx,fr,Xobs,Xobs,s,,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,,Xobs,Xobs,Xobs,Xobs,,,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,,92.561401,0.9256139999999999,,,,,,,,,,,,,,,Xobs,Xobs,Xobs,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,cb,nb,2.0,sg,1.0,Xobs,Xobs,,Xobs,,Xobs,Xobs,Xobs,,5939.9946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd0001,194,,,,ch,m,ds,cb,w,sg,Xobs,Xobs,Xobs,,0.031,,,,,,,,,,,,,,,,,,,,AMPHIBOLE,Ferrohornblende,2.8127999,154.46525,,,,,,,,9713.0576,Xobs,Xobs,,Xobs,,,,,,,Xobs,,,,Abu,Xobs,Xobs,mo,fg,m,,bx,fr,Xobs,Xobs,s,,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,,Xobs,Xobs,Xobs,Xobs,,,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,,92.0,0.92,,,,,,,,,,,,,,,Xobs,Xobs,Xobs,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,cb,nb,2.0,sg,1.0,Xobs,Xobs,,Xobs,,Xobs,Xobs,Xobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd0001,195,,,,ch,m,ds,cb,w,sg,Xobs,Xobs,Xobs,,0.031,,,,,,,,,,,,,,,,,,,,AMPHIBOLE,Ferrohornblende,2.8127999,154.95333,,,,,,,,9690.3437,Xobs,Xobs,,Xobs,,,,,,,Xobs,,,,Abu,Xobs,Xobs,mo,fg,m,,bx,fr,Xobs,Xobs,s,,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,,Xobs,Xobs,Xobs,Xobs,,,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,,91.17460600000001,0.911746,,,,,,,,,,,,,,,Xobs,Xobs,Xobs,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,cb,nb,2.0,sg,1.0,Xobs,Xobs,,Xobs,,Xobs,Xobs,Xobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd0001,196,,,,ch,m,ds,cb,w,sg,Xobs,Xobs,Xobs,,0.012,,,,,,,,,,,,,,,,,,,,AMPHIBOLE,Ferrohornblende,2.8127999,155.46545,,,,,,,,9536.8642,Xobs,Xobs,,Xobs,,,,,,,Xobs,,,,Abu,Xobs,Xobs,mo,fg,m,,bx,fr,Xobs,Xobs,s,,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,,Xobs,Xobs,Xobs,Xobs,,,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,,90.0,0.8999999,,,,,,,,,,,,,,,m,fo,Xobs,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,cb,nb,2.0,sg,1.0,Xobs,Xobs,,Xobs,,Xobs,Xobs,Xobs,,5700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd0001,197,,,,ch,m,ds,cb,w,sg,Xobs,Xobs,Xobs,,0.012,,,,,,,,,,,,,,,,,,,,AMPHIBOLE,Ferrohornblende,2.8127999,155.9375,,,,,,,,9567.5371,Xobs,Xobs,,Xobs,,,,,,,Xobs,,,,Abu,Xobs,Xobs,mo,fg,m,,bx,fr,Xobs,Xobs,s,,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,,Xobs,Xobs,Xobs,Xobs,,,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,,78.051727,0.7805171999999999,,,,,,,,,,,,,,,Xobs,Xobs,Xobs,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,cb,nb,2.0,sg,1.0,Xobs,Xobs,,Xobs,,Xobs,Xobs,Xobs,,5700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd0001,198,,,,ch,m,ds,cb,w,sg,Xobs,Xobs,Xobs,,0.013000000000000001,,,,,,,,,,,,,,,,,,,,SILICA,Quartz,2.8127999,156.4412,,,,,,,,9138.6386,Xobs,Xobs,,Xobs,,,,,,,Xobs,,,,Abu,Xobs,Xobs,mo,fg,m,,bx,fr,Xobs,Xobs,s,,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,,Xobs,Xobs,Xobs,Xobs,,,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,,57.0,0.5699999,,,,,,,,,,,,,,,Xobs,Xobs,Xobs,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,cb,nb,2.0,sg,1.0,Xobs,Xobs,,Xobs,,Xobs,Xobs,Xobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd0001,199,,,,ch,m,ds,cb,w,sg,Xobs,Xobs,Xobs,,0.013000000000000001,,,,,,,,,,,,,,,,,,,,SILICA,Quartz,2.8127999,156.94545,,,,,,,,8988.0556,Xobs,Xobs,,Xobs,,,,,,,Xobs,,,,Abu,Xobs,Xobs,mo,fg,m,,bx,fr,Xobs,Xobs,s,,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,,Xobs,Xobs,Xobs,Xobs,,,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,,62.2,0.6219998999999999,,,,,,,,,,,,,,,Xobs,Xobs,Xobs,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,cb,nb,2.0,sg,1.0,Xobs,Xobs,,Xobs,,Xobs,Xobs,Xobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd0001,200,,,,he,s,ds,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,,0.166,,,,,,,,,,,,,,,,,,,,SILICA,Quartz,2.6715133,157.44297,,,,,,,,8790.1455,Xobs,Xobs,,Xobs,,,,,,,Xobs,,,,Vq,Xobs,Xobs,d,vcg,m,,fo,ma,Xobs,Xobs,s,,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,,Xobs,Xobs,Xobs,Xobs,,,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,,70.0,0.6999999,,,,,,,,,,,,,,,Xobs,Xobs,cp,5.0,an,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,Xobs,Xobs,,Xobs,,Xobs,Xobs,,Xobs,,Xobs,Xobs,Xobs,,6133.1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd0001,201,,,,he,s,ds,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,,0.166,,,,,,,,,,,,,,,,,,,,SILICA,Quartz,2.6961,157.96496000000002,,,,,,,,8872.1191,Xobs,Xobs,,Xobs,,,,,,,Xobs,,,,Agm,Xobs,Xobs,m,cg,m,,fo,po,Xobs,Xobs,w,,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,,Xobs,Xobs,Xobs,Xobs,,,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,,44.787879,0.44,,,,,,,,,,,,,,,Xobs,Xobs,Xobs,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,Xobs,Xobs,,Xobs,,Xobs,Xobs,,Xobs,,Xobs,Xobs,Xobs,,6133.1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd0001,202,,,,he,s,ds,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,,,,,,,,,,,,,,,,,,,,,,SILICA,Quartz,2.6961,158.45341000000002,,,,,,,,8864.0351,Xobs,Xobs,,Xobs,,,,,,,Xobs,,,,Agm,Xobs,Xobs,m,cg,m,,fo,po,Xobs,Xobs,w,,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,,Xobs,Xobs,Xobs,Xobs,,,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,,16.666669,0.15,,,,,,,,,,,,,,,Xobs,Xobs,Xobs,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,Xobs,Xobs,,Xobs,,Xobs,Xobs,,Xobs,,Xobs,Xobs,Xobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd0001,203,,,,he,s,ds,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,,,,,,,,,,,,,,,,,,,,,,CHLORITE,Chlorite,2.6961,158.97656,,,,,,,,9551.2168,Xobs,Xobs,,Xobs,,,,,,,Xobs,,,,Agm,Xobs,Xobs,d,cg,m,,fo,po,Xobs,Xobs,m,,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,,Xobs,Xobs,Xobs,Xobs,,,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,,26.932371000000003,0.2458333,,,,,,,,,,,,,,,s,fc,Xobs,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,Xobs,Xobs,,Xobs,,Xobs,Xobs,,Xobs,,Xobs,Xobs,Xobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd0001,204,,,,he,s,ds,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,,,,,,,,,,,,,,,,,,,,,,CHLORITE,Chlorite,2.6961,159.43951,,,,,,,,9863.3418,Xobs,Xobs,,Xobs,,,,,,,Xobs,,,,Agm,Xobs,Xobs,d,cg,m,,fo,po,Xobs,Xobs,m,,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,,Xobs,Xobs,Xobs,Xobs,,,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,,41.304351000000004,0.38,,,,,,,,,,,,,,,s,fc,Xobs,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,Xobs,Xobs,,Xobs,,Xobs,Xobs,,Xobs,,Xobs,Xobs,Xobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd0001,205,,,,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,,,,,,,,,,,,,,,,,,,,,,SILICA,Quartz,2.6961,159.95504,,,,,,,,8875.1084,Xobs,Xobs,,Xobs,,,,,,,Xobs,,,,Agm,Xobs,Xobs,m,cg,m,,fo,po,Xobs,Xobs,m,,Xobs,Xobs,Xobs,Xobs,Xobs,Xobs,,Xobs,Xobs,Xobs,Xobs,,,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,,52.257853999999995,0.4864814,,,,,,,,,,,,,,,Xobs,Xobs,Xobs,,,Xobs,,Xobs,Xobs,,Xobs,,,,,,,,,,,Xobs,Xobs,,Xobs,,Xobs,Xobs,,Xobs,,Xobs,Xobs,Xobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
